snapshot_utc,rank,market_id,theme,question,probability_yes,delta_pp_1h,delta_pp_4h,delta_pp_1d,delta_pp_7d,volume_24h_usd,liquidity_usd,open_interest_usd,spread_pct_points,confidence_grade,relevance_score,slug
2026-09-06T08:49:09Z,7,4003956,CRYPTO_PRICE,"Will the price of Bitcoin be above $84,000 on September 6?",0.15,0.0,-0.1,-0.15,,80884.93,38619.39,54288.32,0.1,B,78.59,bitcoin-above-84k-on-september-6-2026
2026-09-06T08:49:09Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.15,0.0,0.1,0.5,-0.8,92988.23,41123.64,161814.8,0.1,B,69.06,will-base-launch-a-token-by-september-30-2026
2026-09-06T08:49:09Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,14.5,0.0,0.0,0.0,1.0,80677.45,456625.76,5694280.31,1.0,B,62.11,clarity-act-signed-into-law-in-2026
2026-09-06T08:49:09Z,10,2589856,FED_INFLATION,Will the Bank of Japan announce a 25 bps increase at the September 2026 meeting?,97.75,0.0,0.0,-0.35,9.25,49843.75,20057.62,127690.91,0.1,B,61.03,will-the-bank-of-japan-announce-a-25-bps-increase-at-the-september-2026-meeting-20260616223724870
2026-09-06T09:47:43Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,1.0,-2.0,323021.87,508560.71,5977751.4,1.0,A,134.04,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T09:47:43Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,49.5,-1.0,0.0,-1.0,2.0,142984.69,503401.29,7336893.05,1.0,A,132.62,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T09:47:43Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,67.5,0.0,1.0,2.5,62.0,260109.06,100590.23,379556.0,1.0,A,112.83,israel-closes-its-airspace-by-september-30
2026-09-06T09:47:43Z,4,663583,GEO_OIL,Will the Iranian regime fall before 2027?,6.5,0.0,0.0,-1.0,0.0,55810.09,632013.85,4692829.14,1.0,B,91.49,will-the-iranian-regime-fall-by-the-end-of-2026
2026-09-06T09:47:43Z,5,4003952,CRYPTO_PRICE,"Will the price of Bitcoin be above $80,000 on September 6?",39.5,4.0,-10.0,8.0,,51689.66,33382.05,35015.02,2.0,B,89.19,bitcoin-above-80k-on-september-6-2026
2026-09-06T09:47:43Z,6,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.45,-0.2,-1.2,-0.75,,85432.18,50884.54,70878.29,0.2,B,79.58,bitcoin-above-82k-on-september-6-2026
2026-09-06T09:47:43Z,7,4003949,CRYPTO_PRICE,"Will the price of Bitcoin be above $78,000 on September 6?",99.3,0.05,-0.05,1.85,,64667.04,36325.06,50021.29,0.2,B,78.83,bitcoin-above-78k-on-september-6-2026
2026-09-06T09:47:43Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.1,-0.05,0.05,0.45,-0.85,92861.55,41144.23,161823.8,0.2,B,69.08,will-base-launch-a-token-by-september-30-2026
2026-09-06T09:47:43Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,14.5,0.0,0.0,0.0,1.0,81111.27,368265.33,5700710.1,1.0,B,61.83,clarity-act-signed-into-law-in-2026
2026-09-06T09:47:43Z,10,2589856,FED_INFLATION,Will the Bank of Japan announce a 25 bps increase at the September 2026 meeting?,97.75,0.0,0.0,-0.45,9.25,49275.02,20009.59,127690.91,0.1,B,61.02,will-the-bank-of-japan-announce-a-25-bps-increase-at-the-september-2026-meeting-20260616223724870
2026-09-06T10:47:36Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,1.0,-2.0,322055.33,529312.48,5979348.68,1.0,A,134.03,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T10:47:36Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,1.0,0.0,3.0,163386.82,529525.21,7417092.88,1.0,A,133.35,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T10:47:36Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,67.5,-1.0,-4.5,2.0,62.0,249872.62,111565.77,380484.3,1.0,A,112.9,israel-closes-its-airspace-by-september-30
2026-09-06T10:47:36Z,4,4003952,CRYPTO_PRICE,"Will the price of Bitcoin be above $80,000 on September 6?",51.5,13.0,17.0,21.5,,57913.11,31053.29,35584.4,1.0,B,94.36,bitcoin-above-80k-on-september-6-2026
2026-09-06T10:47:36Z,5,3702042,GEO_OIL,"US announces end of Iranian blockade by September 14, 2026?",3.1,0.0,0.0,-1.4,-6.4,246503.83,147962.61,529827.74,0.2,A,87.33,us-announces-end-of-iranian-blockade-by-september-14-2026
2026-09-06T10:47:36Z,6,4003946,CRYPTO_PRICE,"Will the price of Bitcoin be above $76,000 on September 6?",99.95,0.1,0.1,0.5,,97947.06,57589.23,55746.84,0.1,B,79.66,bitcoin-above-76k-on-september-6-2026
2026-09-06T10:47:36Z,7,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.65,0.05,-0.2,-0.6,,85553.51,50228.32,72254.76,0.5,B,79.28,bitcoin-above-82k-on-september-6-2026
2026-09-06T10:47:36Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.1,0.0,-0.05,0.45,-0.85,92861.55,41149.23,161823.8,0.2,B,69.08,will-base-launch-a-token-by-september-30-2026
2026-09-06T10:47:36Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,14.5,0.0,0.0,0.0,1.0,85482.91,317814.67,5700710.1,1.0,B,61.73,clarity-act-signed-into-law-in-2026
2026-09-06T10:47:36Z,10,2252243,FED_INFLATION,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,0.35,0.0,0.0,0.0,-0.55,629645.67,3204976.33,8002319.21,0.1,A,127.48,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586
2026-09-06T11:47:33Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,1.0,-2.0,319855.61,488242.56,5978028.75,1.0,A,134.02,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T11:47:33Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,0.0,0.0,3.0,160171.81,486039.93,7414702.23,1.0,A,133.32,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T11:47:33Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,67.5,0.0,0.0,-2.0,62.0,243269.83,111269.45,380484.3,1.0,A,112.85,israel-closes-its-airspace-by-september-30
2026-09-06T11:47:33Z,4,4003952,CRYPTO_PRICE,"Will the price of Bitcoin be above $80,000 on September 6?",46.5,-4.0,11.0,16.0,,59821.44,22135.93,36015.88,1.0,B,92.0,bitcoin-above-80k-on-september-6-2026
2026-09-06T11:47:33Z,5,3702042,GEO_OIL,"US announces end of Iranian blockade by September 14, 2026?",3.1,0.0,0.05,-1.4,-6.4,244483.89,135838.48,529829.8,0.2,A,87.2,us-announces-end-of-iranian-blockade-by-september-14-2026
2026-09-06T11:47:33Z,6,4003946,CRYPTO_PRICE,"Will the price of Bitcoin be above $76,000 on September 6?",99.95,0.0,0.1,0.5,,99941.06,47480.61,57246.84,0.1,B,79.47,bitcoin-above-76k-on-september-6-2026
2026-09-06T11:47:33Z,7,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.5,-0.15,-0.55,-0.9,,86236.74,46086.5,74569.73,0.2,B,79.35,bitcoin-above-82k-on-september-6-2026
2026-09-06T11:47:33Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.1,0.0,-0.05,0.45,-0.6,92861.55,41172.64,161823.8,0.2,B,68.95,will-base-launch-a-token-by-september-30-2026
2026-09-06T11:47:33Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,15.5,1.0,1.0,1.0,2.0,84881.95,346890.39,5700966.56,1.0,B,62.34,clarity-act-signed-into-law-in-2026
2026-09-06T11:47:33Z,10,2252243,FED_INFLATION,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,0.35,0.0,0.0,0.0,-0.5,622794.21,3197060.17,8002362.61,0.1,A,127.43,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586
2026-09-06T12:51:21Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,1.0,-2.0,320732.56,455163.17,5984497.22,1.0,A,134.0,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T12:51:21Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,0.0,1.0,3.0,153012.52,447938.84,7412470.67,1.0,A,133.19,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T12:51:21Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,69.5,1.0,2.0,-1.0,64.0,245474.73,94852.52,379417.48,1.0,A,112.66,israel-closes-its-airspace-by-september-30
2026-09-06T12:51:21Z,4,4003952,CRYPTO_PRICE,"Will the price of Bitcoin be above $80,000 on September 6?",44.5,3.5,9.0,9.0,,61171.61,29759.27,40778.35,1.0,B,88.94,bitcoin-above-80k-on-september-6-2026
2026-09-06T12:51:21Z,5,3702042,GEO_OIL,"US announces end of Iranian blockade by September 14, 2026?",3.1,0.0,0.0,-1.0,-6.4,243201.14,130689.54,529987.08,0.2,A,87.14,us-announces-end-of-iranian-blockade-by-september-14-2026
2026-09-06T12:51:21Z,6,4003946,CRYPTO_PRICE,"Will the price of Bitcoin be above $76,000 on September 6?",99.95,0.0,0.1,0.5,,100240.01,83798.15,57246.84,0.1,A,85.22,bitcoin-above-76k-on-september-6-2026
2026-09-06T12:51:21Z,7,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.4,-0.1,-0.25,-1.45,,88806.95,52538.73,76880.69,0.1,B,79.88,bitcoin-above-82k-on-september-6-2026
2026-09-06T12:51:21Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.15,0.0,0.0,-1.4,-0.55,92414.0,43132.65,161823.8,0.1,B,69.41,will-base-launch-a-token-by-september-30-2026
2026-09-06T12:51:21Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,15.5,0.0,1.0,1.0,2.0,85336.35,308234.84,5700967.73,1.0,B,62.19,clarity-act-signed-into-law-in-2026
2026-09-06T12:51:21Z,10,2252243,FED_INFLATION,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,0.35,0.0,0.0,0.0,-0.5,618686.73,3201541.77,8002366.48,0.1,A,127.42,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586
2026-09-06T13:47:29Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,1.0,-2.0,333600.88,484815.33,5989859.39,1.0,A,134.09,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T13:47:29Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,0.0,1.0,3.0,169596.86,499190.14,7410463.03,1.0,A,133.42,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T13:47:29Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,71.5,3.0,3.0,-1.5,66.0,243503.04,108629.41,379197.53,1.0,A,112.83,israel-closes-its-airspace-by-september-30
2026-09-06T13:47:29Z,4,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.05,-0.3,-0.55,-1.75,-21.45,100242.1,67339.17,111056.82,0.1,A,94.79,bitcoin-above-82k-on-september-6-2026
2026-09-06T13:47:29Z,5,4003952,CRYPTO_PRICE,"Will the price of Bitcoin be above $80,000 on September 6?",26.5,-13.0,-12.0,-3.5,-15.0,61701.48,21822.97,41969.11,2.0,B,91.57,bitcoin-above-80k-on-september-6-2026
2026-09-06T13:47:29Z,6,4003949,CRYPTO_PRICE,"Will the price of Bitcoin be above $78,000 on September 6?",99.75,0.15,0.55,2.9,35.75,80267.18,38571.64,65718.19,0.1,B,88.57,bitcoin-above-78k-on-september-6-2026
2026-09-06T13:47:29Z,7,3702042,GEO_OIL,"US announces end of Iranian blockade by September 14, 2026?",3.1,0.0,0.0,-0.1,-6.4,110810.65,132411.61,529967.08,0.2,A,85.79,us-announces-end-of-iranian-blockade-by-september-14-2026
2026-09-06T13:47:29Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.15,0.0,0.05,-1.05,-0.55,81615.11,41701.98,161854.7,0.1,B,68.98,will-base-launch-a-token-by-september-30-2026
2026-09-06T13:47:29Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,15.5,0.0,1.0,1.0,2.0,91078.78,318103.14,5700967.73,1.0,B,62.35,clarity-act-signed-into-law-in-2026
2026-09-06T13:47:29Z,10,2252243,FED_INFLATION,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,0.35,0.0,0.0,0.0,-0.5,660471.48,3179062.2,8002411.06,0.1,A,127.53,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586
2026-09-06T14:47:28Z,1,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,-1.0,-2.0,268684.28,481793.15,5991472.52,1.0,A,133.72,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
2026-09-06T14:47:28Z,2,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,0.0,1.0,3.0,172792.2,501789.24,7417558.91,1.0,A,133.45,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T14:47:28Z,3,3701690,GEO_OIL,Israel closes its airspace by September 30?,72.5,0.0,5.0,-0.5,67.0,229338.31,105667.13,378613.56,1.0,A,112.69,israel-closes-its-airspace-by-september-30
2026-09-06T14:47:28Z,4,4003954,CRYPTO_PRICE,"Will the price of Bitcoin be above $82,000 on September 6?",0.05,-0.25,-0.6,-1.7,-21.45,153998.07,51406.87,113350.82,0.2,A,95.46,bitcoin-above-82k-on-september-6-2026
2026-09-06T14:47:28Z,5,4003949,CRYPTO_PRICE,"Will the price of Bitcoin be above $78,000 on September 6?",99.7,0.05,0.15,2.25,35.7,125816.44,32185.11,85829.62,0.2,B,89.39,bitcoin-above-78k-on-september-6-2026
2026-09-06T14:47:28Z,6,4003946,CRYPTO_PRICE,"Will the price of Bitcoin be above $76,000 on September 6?",99.95,0.0,0.0,0.7,16.95,95159.9,85635.72,57246.84,0.1,B,88.38,bitcoin-above-76k-on-september-6-2026
2026-09-06T14:47:28Z,7,3702042,GEO_OIL,"US announces end of Iranian blockade by September 14, 2026?",3.1,0.0,0.0,0.0,-6.4,111118.97,121947.92,529967.08,0.4,A,85.69,us-announces-end-of-iranian-blockade-by-september-14-2026
2026-09-06T14:47:28Z,8,2491342,CRYPTO_POLICY,"Will Base launch a token by September 30, 2026?",1.15,0.0,0.05,-1.15,-0.55,81615.11,43094.22,161854.7,0.1,B,69.07,will-base-launch-a-token-by-september-30-2026
2026-09-06T14:47:28Z,9,1163699,CRYPTO_POLICY,Clarity Act (H.R.3633) signed into law in 2026?,15.5,0.0,1.0,1.0,2.0,95400.27,312258.6,5700947.63,1.0,B,62.4,clarity-act-signed-into-law-in-2026
2026-09-06T14:47:28Z,10,2252243,FED_INFLATION,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,0.35,0.0,0.0,0.0,-0.4,650932.54,3178081.03,8002424.56,0.1,A,127.45,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586
2026-09-06T15:47:36Z,1,2252245,FED_INFLATION,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,50.5,0.0,0.0,1.0,4.0,171333.02,879034.46,7418517.43,1.0,A,133.94,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649
2026-09-06T15:47:36Z,2,2252244,FED_INFLATION,Will there be no change in Fed interest rates after the September 2026 meeting?,49.5,0.0,0.0,-1.0,-2.0,265776.57,867279.15,5991422.4,1.0,A,133.7,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615
